,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Description 2,Meta Description 2 Length,Meta Description 2 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
2116,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0032360,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"John H. Ward, MD - Breast Cancer , Oncology , Internal Medicine | University of Utah Health",91,810,"John H. Ward, MD, is the Margaret A. Amundsen Endowed Professor of Medicine. He is a member of the Oncology Division in the Department of Internal Medicine at",158,1021,,0,0,,0,"John H. Ward, MD",16,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0032360&name=john-h-ward,,,,,,88117,2473,19.141,3,,9,2,0,0.05,49,35,0,22,20,0,,,,,b94311b7d6a04dbd0e632c5cb9e21d0b,0.414,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0032360,2022-01-31 15:46:58
2117,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6003585,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Richard W. Elggren, DMD - Dentistry , , Dentistry | University of Utah Health",77,668,,0,0,,0,0,,0,"Richard W. Elggren, DMD",23,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6003585&name=richard-w-elggren,,,,,,27222,166,8.345,3,,9,2,0,0.05,36,23,0,15,12,0,,,,,9591b8fbd91a9a57e77729333c8993e2,0.119,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6003585,2022-01-31 15:46:58
2118,https://healthcare.utah.edu/healthfeed/postings/2019/10/ed-heart.php,text/html; charset=UTF-8,200,OK,Indexable,,The Link Between High Blood Pressure and Erectile Dysfunction | University of Utah Health,89,802,,0,0,,0,0,,0,The Link Between High Blood Pressure and Erectile Dysfunction,61,,0,,0,,0,"index,follow",,,,,,,,,29924,159,6.625,3,,15,3,0,0.08,55,35,0,14,13,0,,,,,a19b0c7b9c4152edac13530298e813df,0.459,,,,,1.1,https://healthcare.utah.edu/healthfeed/postings/2019/10/ed-heart.php,2022-01-31 15:46:58
2119,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0032363,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Susan V. Basta, MS, NP - Chronic Pain , Nurse Practitioner , Nursing | University of Utah Health",96,843,,0,0,,0,0,,0,"Susan V. Basta, MS, NP",22,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0032363&name=susan-v-basta,,,,,,71663,1437,13.274,3,,10,2,0,0.05,39,25,0,12,10,0,,,,,4b78ad12ec89d93091eff6133856516e,0.122,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0032363,2022-01-31 15:46:58
2120,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6028887,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Gabrielle Grimmer, PA-C - Orthopaedic Surgery , Physician Assistant , Orthopaedics | University of Utah Health",110,977,,0,0,,0,0,,0,"Gabrielle Grimmer, PA-C",23,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6028887&name=gabrielle-grimmer,,,,,,26103,119,7.349,3,,9,2,0,0.05,38,25,0,11,10,0,,,,,4fd16822324b623112be540fe7544b82,0.196,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6028887,2022-01-31 15:46:58
2121,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0554462,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Troy E. Madsen, MD, FACEP, CWSP - Emergency Medicine , Hyperbaric Medicine , Surgery | University of Utah Health",112,1053,"Troy E. Madsen, MD, FACEP, CWSP, is a tenured Associate Professor in the Department of Surgery, Division of Emergency Medicine. He is board certified in emerge",159,1035,,0,0,,0,"Troy E. Madsen, MD, FACEP, CWSP",31,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0554462&name=troy-e-madsen,,,,,,70914,3721,34.483,3,,16,4,0,0.1,64,49,0,83,82,0,,,,,5d69ec2d1e85b18f28afac510ce6968d,0.1,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0554462,2022-01-31 15:46:59
2122,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6007955,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Randa Tao, MD - Radiation Oncology , , Radiation Oncology | University of Utah Health",85,766,,0,0,,0,0,,0,"Randa Tao, MD",13,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6007955&name=randa-tao,,,,,,65522,2992,30.319,3,,9,2,0,0.05,40,26,0,24,22,0,,,,,bc23bf3270b09c9c8d7b1aacdef4c357,0.092,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6007955,2022-01-31 15:46:59
2123,https://healthcare.utah.edu/huntsmancancerinstitute/about-us/equity-diversity-inclusion.php,text/html; charset=UTF-8,200,OK,Indexable,,"Equity, Diversity, & Inclusion | Huntsman Cancer Institute",58,502,"Huntsman Cancer Institute's Community Outreach and Engagement team places health equity at the forefront of all we do. Our work is informed by ongoing, two-way communication between our team and community partners.",214,1384,"Huntsman Cancer Institute's Community Outreach and Engagement team places health equity at the forefront of all we do. Our work is informed by ongoing, two-way communication between our team and community partners.",214,1384,,0,"Equity, Diversity, & Inclusion",30,"Equity, Diversity, & Inclusion",30,Letter from Huntsman Cancer Institute Leadership,48,"What is equity, diversity, and inclusion?",41,"index,follow",,,https://healthcare.utah.edu/huntsmancancerinstitute/about-us/equity-diversity-inclusion.php,,,,,,116827,2023,15.158,3,,303,136,0,3.52,178,57,0,44,20,0,,,,,16c307ea8cd80fe8ed914d2669fc2e26,0.156,,,,,1.1,https://healthcare.utah.edu/huntsmancancerinstitute/about-us/equity-diversity-inclusion.php,2022-01-31 15:46:59
2124,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0088726,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Anndrea Boyer, PA-C - Physician Assistant , Family Medicine , Community Physician Group | University of Utah Health",115,1043,"Anndrea Boyer is Physician Assistant who practices in family medicine, at the Stansbury Health Center. Anndrea is also in the National Guard Reserves and has b",159,1005,,0,0,,0,"Anndrea Boyer, PA-C",19,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0088726&name=anndrea-boyer,,,,,,77702,2085,17.868,3,,9,2,0,0.05,41,26,0,13,11,0,,,,,8a737003ee920aa578507b288c70f97f,0.11,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0088726,2022-01-31 15:46:59
2125,https://healthcare.utah.edu/locations/redstone/pediatrics.php,text/html; charset=UTF-8,200,OK,Indexable,,Find a Pediatrician Near Me at Redstone Health Center | University of Utah Health,81,719,Our children's health care providers offer quality treatment and support for kids of all ages. Call to schedule a well-child visit today. Find a pediatrician near you at in the Park City area.,192,1133,,0,0,,0,Pediatrics,10,Pediatrics,10,"Well-Child Visits, Immunization Shots, & Comprehensive Children's Health Care",77,Find a Provider at Redstone,27,"index,follow",,,,,,,,,59025,673,9.037,3,,13,3,0,0.08,61,41,0,11,10,0,,,,,2c8539d4ccab27d10e059f0b68742d37,1.661,,,,,1.1,https://healthcare.utah.edu/locations/redstone/pediatrics.php,2022-01-31 15:46:59
2126,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0492575,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Courtney Maclean, MD - Gynecology , Obstetrics , Obstetrics/Gynecology | University of Utah Health",98,881,"Dr. Maclean’s clinical interests include women's health, obstetric care and general gynecology for women of all ages. She is accepting new obstetric patients",157,971,,0,0,,0,"Courtney Maclean, MD",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0492575&name=courtney-maclean,,,,,,68486,1598,15.979,3,,9,2,0,0.05,45,29,0,13,11,0,,,,,47fe8d8b56b6882c7704f103aa6c391c,0.128,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0492575,2022-01-31 15:47:00
2127,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0624775,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Shandi M. Beckwith, OD - Contacts , Ophthalmology , Ophthalmology/Visual Sciences | University of Utah Health",109,991,"Shandi Beckwith, OD, provides a full range of optometry services for adults and children, with an emphasis on specialty contact lenses. She is also certified i",159,971,,0,0,,0,"Shandi M. Beckwith, OD",22,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0624775&name=shandi-m-beckwith,,,,,,32471,394,11.978,3,,9,2,0,0.05,47,31,0,13,11,0,,,,,9ae554c57c58622e8668895a38ec191f,0.128,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0624775,2022-01-31 15:47:01
2128,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0492574,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Keri L. Gibson, MD - OB/Gyn, General , Women's Health , Obstetrics/Gynecology | University of Utah Health",105,949,"Keri Gibson, MD, is a board-certified physician specializing in obstetrics and gynecology. She received her medical degree from the University of Virginia Schoo",160,991,,0,0,,0,"Keri L. Gibson, MD",18,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0492574&name=keri-l-gibson,,,,,,77960,2240,18.433,3,,9,2,0,0.05,41,26,0,12,10,0,,,,,39be7ad9660ed3a703c76c4a44932f8e,0.125,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0492574,2022-01-31 15:47:01
2129,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0415360,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Katrina Hahn, SLP - Speech Pathology , , Pediatrics | University of Utah Health",79,692,Katrina is a clinically certified Speech and Language Pathologist in the Department of Pediatrics at the University of Utah. She received her master’s degree,157,968,,0,0,,0,"Katrina Hahn, SLP",17,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0415360&name=katrina-hahn,,,,,,27986,281,11.136,3,,9,2,0,0.05,37,24,0,14,11,0,,,,,626cfe3b0639b94a8853034e7bf0dfcb,0.123,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0415360,2022-01-31 15:47:01
2130,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0100018,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Ali Salari, DO - Family Medicine , , Family & Preventive Medicine | University of Utah Health",93,803,"Ali Salari, D.O., is a board-certified family medicine physician. He received his medical degree from Midwestern University and completed a residency in family",159,980,,0,0,,0,"Ali Salari, DO",14,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0100018&name=ali-salari,,,,,,77037,1733,15.091,3,,9,2,0,0.05,41,27,0,12,10,0,,,,,2f253a58b72855c14843f57fce6217f5,0.147,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0100018,2022-01-31 15:47:01
2131,https://healthcare.utah.edu/hmhi/programs/crisis-diversion/crisis-care-center.php,text/html; charset=UTF-8,200,OK,Indexable,,"Mental Health Crisis Care Center, Salt Lake City | University of Utah Health",76,659,,0,0,,0,0,,0,Mental Health Crisis Care Center,32,Mental Health Crisis Care Center,32,HMHI'S Mental Health Crisis Care Center — Opening in 2024,57,Key Information About the Center,32,"index,follow",,,,,,,,,57617,833,10.262,3,,14,3,0,0.08,61,34,0,15,13,0,,,,,9a9883b5129fc41f46578b7e922038a,0.156,,,,,1.1,https://healthcare.utah.edu/hmhi/programs/crisis-diversion/crisis-care-center.php,2022-01-31 15:47:02
2132,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6035196,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Rachel A. Koch, MD - Surgery, General , , Surgery | University of Utah Health",77,678,,0,0,,0,0,,0,"Rachel A. Koch, MD",18,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6035196&name=rachel-a-koch,,,,,,31095,549,15.245,3,,9,2,0,0.05,37,24,0,20,19,0,,,,,100f14678e048a4ee6cf07591abffec8,0.117,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6035196,2022-01-31 15:47:02
2133,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0486576,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,15.073,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0486576&name=brayden-jensen,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0486576,2022-01-31 15:46:48
2134,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6035198,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Nels Daniel Leafblad, MD - Orthopaedic Surgery , , Orthopaedics | University of Utah Health",91,806,,0,0,,0,0,,0,"Nels Daniel Leafblad, MD",24,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6035198&name=nels-daniel-leafblad,,,,,,30286,388,12.223,3,,9,2,0,0.05,39,25,0,19,18,0,,,,,85cc9cc1a7d5e3191425cc527cc1ff3b,0.112,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6035198,2022-01-31 15:47:03
2135,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0083021,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Jessica Bacikalo, MHS, PA-C - General Cardiology , Cardiology , Internal Medicine | University of Utah Health",109,961,"Jessica Crouch, MHS, PA-C, is a Board-certified Physician Assistant at the University of Utah outpatient Cardiology clinic. As a Cardiology Physician Assistant",159,987,,0,0,,0,"Jessica Bacikalo, MHS, PA-C",27,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0083021&name=jessica-bacikalo,,,,,,31131,605,17.167,3,,9,2,0,0.05,40,26,0,12,10,0,,,,,e0f531f48f4c46d5a3a7f6fbcc2cdbb4,0.493,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0083021,2022-01-31 15:47:02
2136,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0546826,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Caitlin Janeway, PT - Physical Therapy , , Therapy Services | University of Utah Health",87,763,,0,0,,0,0,,0,"Caitlin Janeway, PT",19,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0546826&name=caitlin-janeway,,,,,,26249,127,7.504,3,,9,2,0,0.05,39,25,0,11,10,0,,,,,fe7771ae4ef7b22e809f6a0fa1d90e00,0.117,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0546826,2022-01-31 15:47:03
2137,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0237275,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Richard R. Orlandi, MD - Sinus and Rhinology , Anterior Skull Base Surgery , Surgery | University of Utah Health",112,989,Dr. Orlandi is the most experienced of only a few fellowship-trained nasal and sinus specialists in the intermountain West.  In 1998 he completed his training,158,961,,0,0,,0,"Richard R. Orlandi, MD",22,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0237275&name=richard-r-orlandi,,,,,,68441,2226,21.888,3,,9,2,0,0.05,63,48,0,23,21,0,,,,,393b1cde9428824ba729a82acade682c,0.116,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0237275,2022-01-31 15:47:03
2138,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6002265,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Ryan D. Murphy, MD - Thrombosis , General Internal Medicine , Internal Medicine | University of Utah Health",107,953,"Ryan Murphy, MD, is an Assistant Professor within the Division of General Internal Medicine at the University of Utah Hospital. As a hospitalist, he enjoys ser",159,975,,0,0,,0,"Ryan D. Murphy, MD",18,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6002265&name=ryan-d-murphy,,,,,,31518,751,19.043,3,,9,2,0,0.05,38,25,0,13,12,0,,,,,d7a638fc4f9aacf434bd119c7bd894c6,0.106,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6002265,2022-01-31 15:47:03
2139,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6002266,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Anthony J. Schaeffer, MD, MPH - Pediatric Urology , , Surgery | University of Utah Health",89,781,"As a pediatric urologists, Dr. Schaeffer specializes in diagnosing, managing, and repairing congenital birth defects and acquired conditions involving the male",159,969,,0,0,,0,"Anthony J. Schaeffer, MD, MPH",29,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6002266&name=anthony-j-schaeffer,,,,,,64633,2484,27.672,3,,9,2,0,0.05,39,26,0,32,31,0,,,,,fb6285131f0336b1b2e34ff1a66ee469,0.092,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6002266,2022-01-31 15:47:03
2140,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0237280,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Iqbal K. Ahmed, MD - Cataract Surgery , Glaucoma , Ophthalmology/Visual Sciences | University of Utah Health",108,980,,0,0,,0,0,,0,"Iqbal K. Ahmed, MD",18,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0237280&name=iqbal-k-ahmed,,,,,,93310,6387,47.148,3,,9,2,0,0.05,42,28,0,188,187,0,,,,,e89b174144df4b6025ec64d2b0319b32,0.131,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0237280,2022-01-31 15:47:03
2141,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0033689,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Stephen J. Fenton, MD, FACS, FAAP - Pediatric Trauma Surgery , Pediatric Thoracic Surgery , Surgery | University of Utah Health",127,1144,"Dr. Stephen Fenton is a board certified Pediatric Surgeon.  Prior to his training in pediatric surgery at the Children’s Hospital of Philadelphia, he worked",156,930,,0,0,,0,"Stephen J. Fenton, MD, FACS, FAAP",33,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0033689&name=stephen-j-fenton,,,,,,60390,3344,39.126,3,,13,3,0,0.08,49,32,0,49,46,0,,,,,3b7706ba20ed13316d01c2ef839a80a6,0.105,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0033689,2022-01-31 15:47:03
2142,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6003595,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Elizabeth Follis, OT - Occupational Therapy , , Therapy Services | University of Utah Health",92,801,,0,0,,0,0,,0,"Elizabeth Follis, OT",20,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6003595&name=elizabeth-follis,,,,,,25290,120,7.388,3,,9,2,0,0.05,37,24,0,11,10,0,,,,,71b61f5c599220f07933d190016317fd,0.109,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6003595,2022-01-31 15:47:03
2143,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0486556,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Colton James Hickman, DO - Physical Medicine & Rehabilitation , , Physical Medicine and Rehabilitation | University of Utah Health",130,1153,Dr. Hickman completed his residency in Physical Medicine and Rehabilitation at the University of Pittsburgh Medical Center (UPMC). His clinical interests are fo,160,987,,0,0,,0,"Colton James Hickman, DO",24,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0486556&name=colton-james-hickman,,,,,,29604,410,13.73,3,,9,2,0,0.05,37,24,0,12,10,0,,,,,aeb861197690c31cd4c6e23cb88536e3,0.128,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0486556,2022-01-31 15:47:04
2144,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0444726,text/html; charset=UTF-8,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,88,0,0.0,3,,1,1,0,0.03,0,0,0,0,0,0,,,,,,15.221,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0444726&name=sherrie-r-ainsworth,HTTP Redirect,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0444726,2022-01-31 15:46:49
2145,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6002264,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Jade M. Nunez, MD - Trauma Surgery , Acute Care Surgery , Surgery | University of Utah Health",93,847,"As an Acute Care Surgeon, Dr. Nunez’s practice is centered on the surgical care of critically ill and injured patients. He completed his residency and fellows",158,959,,0,0,,0,"Jade M. Nunez, MD",17,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6002264&name=jade-m-nunez,,,,,,47064,1322,20.699,3,,9,2,0,0.05,44,29,0,19,17,0,,,,,973210f83a1d313e91a29af5b53402a5,0.1,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6002264,2022-01-31 15:47:04
2146,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6028870,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Sherin Shaaban, MD, PhD, MSci - Pathology, Clinical , , Pathology | University of Utah Health",93,821,,0,0,,0,0,,0,"Sherin Shaaban, MD, PhD, MSci",29,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6028870&name=sherin-shaaban,,,,,,30476,556,15.388,3,,10,2,0,0.05,37,23,0,21,20,0,,,,,8e6bfbf65c755e0a558758c51f8fa76f,0.125,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6028870,2022-01-31 15:47:04
2147,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0491256,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Elizabeth F. Howell, MD, MS - Adult Behavioral Health , Addiction Psychiatry , Psychiatry | University of Utah Health",117,1015,"Elizabeth Howell, MD, MS, is Associate Professor of Psychiatry (Clinical) at the University of Utah School of Medicine in Salt Lake City, Utah, with an inpatien",160,977,,0,0,,0,"Elizabeth F. Howell, MD, MS",27,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0491256&name=elizabeth-f-howell,,,,,,39879,952,20.528,3,,9,2,0,0.05,48,33,0,12,10,0,,,,,f0969d072c39ad7efcdc3dfbae65d59b,0.13,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0491256,2022-01-31 15:47:04
2148,https://healthcare.utah.edu/huntsmancancerinstitute/news/2020/11/talks-with-docs-tsewang-tashi.php,text/html; charset=UTF-8,200,OK,Indexable,,"Talks with Docs: Tsewang Tashi, Hematologist | University of Utah Health",72,647,"Tsewang Tashi., MD, is hematologist and an assistant professor in the division of hematology and hematologic malignancies at the University of Utah. He sees patients at HCI, South Jordan Health Center, and Salt Lake City Veterans Affairs hospital. In this episode of Talks with Docs, he shares with us what lead him to become a physician, what he is most proud of in his work at HCI, and more.",393,2448,,0,0,,0,"Talks with Docs: Tsewang Tashi, Hematologist",44,,0,What is your work at Huntsman Cancer Institute?,47,How have hematologic cancer treatments changed?,47,"index,follow",,,,,,,,,86917,726,9.426,3,,38,9,0,0.23,190,72,0,43,18,0,,,,,e6bf84c52dbff14b0068b3d12347c4c1,0.193,,,,,1.1,https://healthcare.utah.edu/huntsmancancerinstitute/news/2020/11/talks-with-docs-tsewang-tashi.php,2022-01-31 15:47:04
2149,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0164936,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Hong Zhou, MD - Pathology , , Pathology | University of Utah Health",67,596,"Dr. Zhou has been practicing pediatric pathology for over 20 years, with subspecialty interest in pediatric soft tissue and bone tumors.",136,829,,0,0,,0,"Hong Zhou, MD",13,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0164936&name=hong-zhou,,,,,,32321,570,15.68,3,,10,2,0,0.05,37,23,0,15,14,0,,,,,5a215f5c71477c810607327164f1a05f,0.092,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0164936,2022-01-31 15:47:04
2150,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0631076,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Kimberly E. Hanson, MD, MHS - Immunocompromised Host , Infectious Diseases , Internal Medicine | University of Utah Health",122,1116,"Kimberly Hanson, MD, MHS is a board certified physician in Adult Infectious Diseases and Medical Microbiology. She has specialized expertise in the diagnosis an",160,1007,,0,0,,0,"Kimberly E. Hanson, MD, MHS",27,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0631076&name=kimberly-e-hanson,,,,,,43615,1356,23.572,3,,10,2,0,0.05,44,29,0,32,30,0,,,,,b21d44c4376c19ea5f09cdac6cd8c6e7,0.125,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0631076,2022-01-31 15:47:04
2151,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6002260,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,"Claire L. Griffin, MD - Varicose Veins , Vascular Surgery , Surgery | University of Utah Health",95,812,Dr. Claire Griffin grew up in England and moved to the United States in 1991. She received her Bachelor of Arts in Spanish from Florida State University before,159,984,,0,0,,0,"Claire L. Griffin, MD",21,,0,,0,Specialties,11,"index,follow",,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6002260&name=claire-l-griffin,,,,,,49669,1224,18.962,3,,16,5,0,0.13,49,32,0,17,15,0,,,,,fbd88545273779495b2f2918322520b9,0.451,,,,,1.1,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u6002260,2022-01-31 15:47:04
