,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,Search 1: bridge clinic,URL Encoded Address,Crawl Timestamp
352,https://www.westernuhealth.com/wp-content/uploads/pdfs/westernu-recruitment-poster-novo-select-2019-2-5-spn.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,373654,0,0.0,2,,1,1,0,2.08,0,0,0,0,0,0,,,,,,0.573,"Mon, 30 Sep 2019 19:31:40 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/westernu-recruitment-poster-novo-select-2019-2-5-spn.pdf,2021-11-29 14:32:42
356,https://www.westernuhealth.com/pomona/services/pharmacy/,text/html; charset=UTF-8,200,OK,Indexable,,Pharmacy & Travel Health Care | WesternU Health | Pomona,56,537,,0,0,,0,Pharmacy & Travel Health Care,29,,0,,0,,0,max-image-preview:large,,,https://www.westernuhealth.com/pomona/services/pharmacy/,,,,,,77960,687,6.011,2,,50,14,0,29.17,53,17,0,11,9,0,,,,,d80a5290cc6c0ae5b16e95dcdc97ca9d,0.987,,,,,1.1,0,https://www.westernuhealth.com/pomona/services/pharmacy/,2021-11-29 14:32:42
357,https://www.westernuhealth.com/wp-content/uploads/pdfs/notice-of-privacy-practices.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,184862,0,0.0,2,,6,3,0,6.25,0,0,0,0,0,0,,,,,,0.34,"Thu, 03 Sep 2020 17:27:26 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/notice-of-privacy-practices.pdf,2021-11-29 14:32:43
360,https://www.westernuhealth.com/wp-content/uploads/images/marker-wuh-la.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,917,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.463,"Wed, 14 Nov 2018 00:20:37 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/images/marker-wuh-la.png,2021-11-29 14:32:44
361,https://www.westernuhealth.com/wp-content/uploads/pdfs/westernu-health-eci-minor-spn-2019.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,605660,0,0.0,2,,3,3,0,6.25,0,0,0,0,0,0,,,,,,0.525,"Tue, 29 Oct 2019 21:56:03 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/westernu-health-eci-minor-spn-2019.pdf,2021-11-29 14:32:44
362,https://www.westernuhealth.com/wp-content/uploads/pdfs/notice-of-privacy-practices-fac-wide-spn.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,124771,0,0.0,2,,1,1,0,2.08,0,0,0,0,0,0,,,,,,0.238,"Mon, 06 Apr 2020 16:17:50 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/notice-of-privacy-practices-fac-wide-spn.pdf,2021-11-29 14:32:44
364,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2019/12/img-wecaredental-group.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,86643,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.293,"Wed, 11 Dec 2019 17:59:20 GMT",,,,1.1,0,https://www.westernuhealth.com/wecaredental/wp-content/uploads/sites/15/2019/12/img-wecaredental-group.jpg,2021-11-29 14:32:45
365,https://www.westernuhealth.com/services/limb-preservation/,text/html; charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,2.08,0,0,0,0,0,0,,,,,,0.572,,,,,1.1,0,https://www.westernuhealth.com/services/limb-preservation/,2021-11-29 14:32:44
366,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/images/medicine-1.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,1623,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.549,"Mon, 15 Oct 2018 18:40:23 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/images/medicine-1.png,2021-11-29 14:32:45
371,https://www.westernuhealth.com/wecaredental/contact/,text/html; charset=UTF-8,200,OK,Indexable,,Contact Us | We Care Dental,27,255,,0,0,,0,Directions,10,,0,,0,,0,max-image-preview:large,,,https://www.westernuhealth.com/wecaredental/contact/,,,,,,80175,137,1.515,2,,18,4,0,8.33,21,5,0,13,11,0,,,,,aa4ead1471f854c86b5c8eb072519422,0.633,,,,,1.1,0,https://www.westernuhealth.com/wecaredental/contact/,2021-11-29 14:32:46
372,https://www.westernuhealth.com/wp-content/uploads/pdfs/adult-dental-chinese.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,2606536,0,0.0,2,,4,4,0,8.33,0,0,0,0,0,0,,,,,,0.281,"Fri, 30 Nov 2018 19:02:02 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/adult-dental-chinese.pdf,2021-11-29 14:32:47
381,https://www.westernuhealth.com/wp-content/uploads/pdfs/Consent-o-Release-Med-Rec.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,141304,0,0.0,2,,1,1,0,2.08,0,0,0,0,0,0,,,,,,0.602,"Tue, 14 Jan 2020 16:40:39 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/Consent-o-Release-Med-Rec.pdf,2021-11-29 14:32:48
382,https://www.westernuhealth.com/wp-content/uploads/2018/10/tooth-32x32.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,1273,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.252,"Mon, 15 Oct 2018 18:19:52 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/2018/10/tooth-32x32.png,2021-11-29 14:32:48
387,https://www.westernuhealth.com/wp-content/uploads/images/icon-6ft.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,957,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.282,"Tue, 23 Feb 2021 00:27:02 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/images/icon-6ft.png,2021-11-29 14:32:49
388,https://www.westernuhealth.com/wp-content/uploads/images/charity-32x32.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,1185,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.318,"Fri, 09 Nov 2018 23:37:17 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/images/charity-32x32.png,2021-11-29 14:32:49
389,https://www.westernuhealth.com/services/travel-health/,text/html; charset=UTF-8,200,OK,Indexable,,Travel Health Care | WesternU Health,36,334,,0,0,,0,Travel Health Care,18,,0,,0,,0,max-image-preview:large,,,https://www.westernuhealth.com/services/travel-health/,,,,,,78486,586,5.382,2,,20,9,0,18.75,58,20,0,9,9,0,,,,,38738a6ed3e3acb05aba22ad03502cc2,0.517,,,,,1.1,0,https://www.westernuhealth.com/services/travel-health/,2021-11-29 14:32:49
400,https://www.westernuhealth.com/oliver-station/contact/,text/html; charset=UTF-8,200,OK,Indexable,,Contact Us | WesternU Health | Oliver Station,45,401,,0,0,,0,Contact Us,10,Directions,10,,0,,0,max-image-preview:large,,,https://www.westernuhealth.com/oliver-station/contact/,,,,,,80522,149,1.663,2,,28,6,0,12.5,27,7,0,12,9,0,,,,,6ca678d421aa6446da672507305a5456,0.617,,,,,1.1,0,https://www.westernuhealth.com/oliver-station/contact/,2021-11-29 14:32:50
401,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/2018/09/pcc.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,33707,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.441,"Fri, 21 Dec 2018 21:59:05 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/2018/09/pcc.jpg,2021-11-29 14:32:51
406,https://www.westernuhealth.com/los-angeles/about-us/,text/html; charset=UTF-8,200,OK,Indexable,,About | WesternU Health Los Angeles,35,333,,0,0,,0,About,5,,0,OUR PROMISE TO YOU,18,,0,max-image-preview:large,,,https://www.westernuhealth.com/los-angeles/about-us/,,,,,,75820,499,4.763,2,,24,7,0,14.58,28,8,0,10,9,0,,,,,e72ec6b2dccc227173275c039c4b174e,0.579,,,,,1.1,0,https://www.westernuhealth.com/los-angeles/about-us/,2021-11-29 14:32:52
409,https://www.westernuhealth.com/los-angeles/patients/find-a-provider/,text/html; charset=UTF-8,200,OK,Indexable,,Find a Provider | WesternU Health Los Angeles,45,417,,0,0,,0,Find a Provider,15,,0,,0,,0,max-image-preview:large,,,https://www.westernuhealth.com/los-angeles/patients/find-a-provider/,,,,,,61850,74,1.484,2,,28,7,0,14.58,29,8,0,10,9,0,,,,,14c6f209c36a9b970b0b68dc58fde25f,1.683,,,,,1.1,0,https://www.westernuhealth.com/los-angeles/patients/find-a-provider/,2021-11-29 14:32:51
410,https://www.westernuhealth.com/wp-content/uploads/pdfs/eli-lilly-gpgm-poster-with-site-info-2019-03-13-spanish.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,494086,0,0.0,2,,1,1,0,2.08,0,0,0,0,0,0,,,,,,0.228,"Mon, 30 Sep 2019 19:31:12 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/eli-lilly-gpgm-poster-with-site-info-2019-03-13-spanish.pdf,2021-11-29 14:32:53
412,https://www.westernuhealth.com/wp-content/uploads/pdfs/westernu-health-eci-reg-eng-2019.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,505470,0,0.0,2,,3,3,0,6.25,0,0,0,0,0,0,,,,,,0.272,"Tue, 29 Oct 2019 21:56:08 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/westernu-health-eci-reg-eng-2019.pdf,2021-11-29 14:32:53
413,https://www.westernuhealth.com/wp-content/uploads/pdfs/referral-implant.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,422601,0,0.0,2,,3,3,0,6.25,0,0,0,0,0,0,,,,,,0.276,"Thu, 07 Nov 2019 17:51:56 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/referral-implant.pdf,2021-11-29 14:32:53
415,https://www.westernuhealth.com/wp-content/uploads/pdfs/travel_health_questionnaire.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,200563,0,0.0,2,,4,4,0,8.33,0,0,0,0,0,0,,,,,,0.336,"Fri, 16 Nov 2018 23:33:49 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/travel_health_questionnaire.pdf,2021-11-29 14:32:53
417,https://www.westernuhealth.com/pomona/services/,text/html; charset=UTF-8,200,OK,Indexable,,Services | WesternU Health | Pomona,35,333,,0,0,,0,Services,8,,0,,0,,0,max-image-preview:large,,,https://www.westernuhealth.com/pomona/services/,,,,,,89668,369,3.44,2,,45,14,0,29.17,48,16,0,10,9,0,,,,,df4c1e96cd993e2c2f9128e73ffa825d,0.516,,,,,1.1,0,https://www.westernuhealth.com/pomona/services/,2021-11-29 14:32:53
418,https://www.westernuhealth.com/pomona/services/dental/,text/html; charset=UTF-8,200,OK,Indexable,,Dental Care Services | WesternU Health | Pomona,47,444,,0,0,,0,Dental Care Services,20,,0,,0,,0,max-image-preview:large,,,https://www.westernuhealth.com/pomona/services/dental/,,,,,,80431,651,5.897,2,,47,14,0,29.17,53,20,0,13,11,0,,,,,4f2966bda0b8ea11875eb9753c61cbb9,0.253,,,,,1.1,0,https://www.westernuhealth.com/pomona/services/dental/,2021-11-29 14:32:54
419,https://www.westernuhealth.com/oliver-station/services/,text/html; charset=UTF-8,200,OK,Indexable,,Services | WesternU Health | Oliver Station,43,379,,0,0,,0,Services,8,,0,,0,,0,max-image-preview:large,,,https://www.westernuhealth.com/oliver-station/services/,,,,,,76909,285,2.961,2,,22,6,0,12.5,27,7,0,12,10,0,,,,,b9cd8f5bbc77155d0c8ed92d0a00a535,0.771,,,,,1.1,0,https://www.westernuhealth.com/oliver-station/services/,2021-11-29 14:32:53
423,https://www.westernuhealth.com/pomona/services/primary-medical/,text/html; charset=UTF-8,200,OK,Indexable,,Primary Medical Care | WesternU Health | Pomona,47,448,,0,0,,0,Primary Medical Care,20,,0,,0,,0,max-image-preview:large,,,https://www.westernuhealth.com/pomona/services/primary-medical/,,,,,,93947,1586,11.989,2,,56,14,0,29.17,58,16,0,12,9,0,,,,,4fdd9ce3e1b314db6011ed631722e8d0,0.81,,,,,1.1,0,https://www.westernuhealth.com/pomona/services/primary-medical/,2021-11-29 14:32:54
424,https://www.westernuhealth.com/wp-content/uploads/pdfs/Patient-Registration-PCC-SP-5-2017-ADA.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,1863428,0,0.0,2,,5,3,0,6.25,0,0,0,0,0,0,,,,,,0.474,"Fri, 30 Nov 2018 19:01:52 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/Patient-Registration-PCC-SP-5-2017-ADA.pdf,2021-11-29 14:32:55
427,https://www.westernuhealth.com/wp-content/uploads/images/040221-CGN-Coronavirus-Vaccine-Site-SB-18.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,128224,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.508,"Tue, 16 Feb 2021 21:41:39 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/images/040221-CGN-Coronavirus-Vaccine-Site-SB-18.jpg,2021-11-29 14:32:55
428,https://www.westernuhealth.com/pomona/services/eye/,text/html; charset=UTF-8,200,OK,Indexable,,Eye Care Services | WesternU Health | Pomona,44,421,,0,0,,0,Eye Care Services,17,Coronavirus (COVID-19) update,29,,0,Eye Care Institute,18,max-image-preview:large,,,https://www.westernuhealth.com/pomona/services/eye/,,,,,,105368,2061,13.177,2,,59,14,0,29.17,65,20,0,14,12,0,,,,,40fbad0df4fb213ac2e219c90dc94ac5,0.333,,,,,1.1,0,https://www.westernuhealth.com/pomona/services/eye/,2021-11-29 14:32:55
430,https://www.westernuhealth.com/wp-content/uploads/WU_CampusMap_ClinicLocation.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,108241,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.265,"Thu, 26 Aug 2021 04:34:52 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/WU_CampusMap_ClinicLocation.jpg,2021-11-29 14:32:56
433,https://www.westernuhealth.com/wp-content/uploads/images/WesternU-CenterClinicalTranslationalResearch-logo-horz-200x110.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,7391,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.239,"Mon, 30 Sep 2019 19:34:30 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/images/WesternU-CenterClinicalTranslationalResearch-logo-horz-200x110.jpg,2021-11-29 14:32:56
435,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/2018/10/westernu-health-pomona.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,5382,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.506,"Mon, 15 Oct 2018 19:11:03 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/2018/10/westernu-health-pomona.png,2021-11-29 14:32:56
438,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/images/medicine-2.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,1861,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.239,"Mon, 15 Oct 2018 18:40:23 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/images/medicine-2.png,2021-11-29 14:32:57
440,https://www.westernuhealth.com/los-angeles/services/,text/html; charset=UTF-8,200,OK,Indexable,,Service | WesternU Health Los Angeles,37,348,,0,0,,0,Service,7,,0,Virtual Try-On,14,,0,max-image-preview:large,,,https://www.westernuhealth.com/los-angeles/services/,,,,,,90035,1521,12.033,2,,33,7,0,14.58,41,12,0,13,12,0,,,,,a514344fc31c1af2938f2e4edf39708b,1.821,,,,,1.1,0,https://www.westernuhealth.com/los-angeles/services/,2021-11-29 14:32:55
442,https://www.westernuhealth.com/wp-content/uploads/pdfs/auth-to-release-med-rec-outside-of-westernU-051617.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,366838,0,0.0,2,,3,3,0,6.25,0,0,0,0,0,0,,,,,,0.241,"Sat, 17 Nov 2018 00:06:23 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/auth-to-release-med-rec-outside-of-westernU-051617.pdf,2021-11-29 14:32:57
444,https://www.westernuhealth.com/los-angeles/wp-content/uploads/sites/14/WesternU-Health-LA-horz-400w.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,5216,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.282,"Sat, 08 Dec 2018 00:46:30 GMT",,,,1.1,0,https://www.westernuhealth.com/los-angeles/wp-content/uploads/sites/14/WesternU-Health-LA-horz-400w.jpg,2021-11-29 14:32:57
453,https://www.westernuhealth.com/wp-content/uploads/2018/10/WesternU-Health-Pomona-vert.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,32242,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.257,"Thu, 11 Oct 2018 22:04:34 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/2018/10/WesternU-Health-Pomona-vert.jpg,2021-11-29 14:32:58
466,https://www.westernuhealth.com/los-angeles/patients/,text/html; charset=UTF-8,200,OK,Indexable,,Patients | WesternU Health Los Angeles,38,353,,0,0,,0,Patients,8,,0,,0,,0,max-image-preview:large,,,https://www.westernuhealth.com/los-angeles/patients/,,,,,,97443,755,5.111,2,,31,7,0,14.58,59,25,0,10,9,0,,,,,44b638d3312bc02501c6d27898654c21,0.609,,,,,1.1,0,https://www.westernuhealth.com/los-angeles/patients/,2021-11-29 14:32:59
467,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/Unorganized/wu-hec-pomona.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,70978,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.445,"Thu, 28 Feb 2019 22:19:02 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/Unorganized/wu-hec-pomona.jpg,2021-11-29 14:32:59
468,https://www.westernuhealth.com/los-angeles/wp-content/uploads/sites/14/2018/10/eci-la-img.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,14485,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,1.253,"Fri, 07 Dec 2018 00:28:47 GMT",,,,1.1,0,https://www.westernuhealth.com/los-angeles/wp-content/uploads/sites/14/2018/10/eci-la-img.jpg,2021-11-29 14:32:58
477,https://www.westernuhealth.com/wp-content/uploads/pdfs/Notice-of-Privacy-Practices-fac-wide-rev-5-2017-Large-Font.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,249235,0,0.0,2,,3,3,0,6.25,0,0,0,0,0,0,,,,,,0.506,"Fri, 30 Nov 2018 19:01:48 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/Notice-of-Privacy-Practices-fac-wide-rev-5-2017-Large-Font.pdf,2021-11-29 14:33:00
486,https://www.westernuhealth.com/wp-content/uploads/dental/041018-WesternU-We-Care-Dental-28-Jared-Hawthorne-DMD-2019.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,73734,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.277,"Tue, 30 Oct 2018 23:08:03 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/dental/041018-WesternU-We-Care-Dental-28-Jared-Hawthorne-DMD-2019.jpg,2021-11-29 14:33:01
488,https://www.westernuhealth.com/pomona/patients/find-a-provider/,text/html; charset=UTF-8,200,OK,Indexable,,Find a Provider | WesternU Health | Pomona,42,392,,0,0,,0,Find a Provider,15,,0,,0,,0,max-image-preview:large,,,https://www.westernuhealth.com/pomona/patients/find-a-provider/,,,,,,65051,95,1.728,2,,42,14,0,29.17,41,14,0,10,9,0,,,,,6e0f0fd9848d9702555a043ae6047ecf,0.701,,,,,1.1,0,https://www.westernuhealth.com/pomona/patients/find-a-provider/,2021-11-29 14:33:00
492,https://www.westernuhealth.com/wp-content/uploads/pdfs/Patient-Registration-PCC-SP-5-2017-Large-Font.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,266929,0,0.0,2,,3,3,0,6.25,0,0,0,0,0,0,,,,,,0.276,"Fri, 30 Nov 2018 19:01:57 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/Patient-Registration-PCC-SP-5-2017-Large-Font.pdf,2021-11-29 14:33:01
494,https://www.westernuhealth.com/wp-content/uploads/pdfs/patient-registration-packet-eng.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,319985,0,0.0,2,,3,3,0,6.25,0,0,0,0,0,0,,,,,,0.286,"Thu, 07 Mar 2019 17:31:34 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/patient-registration-packet-eng.pdf,2021-11-29 14:33:01
498,https://www.westernuhealth.com/wp-content/uploads/pdfs/Notice-of-Privacy-Practices-5-2017.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,545464,0,0.0,3,,3,3,0,6.25,0,0,0,0,0,0,,,,,,0.304,"Fri, 09 Nov 2018 23:07:33 GMT",,,,1.1,0,https://www.westernuhealth.com/wp-content/uploads/pdfs/Notice-of-Privacy-Practices-5-2017.pdf,2021-11-29 14:33:02
500,https://www.westernuhealth.com/pomona/about-us/,text/html; charset=UTF-8,200,OK,Indexable,,About | WesternU Health | Pomona,32,309,,0,0,,0,About,5,,0,OUR PROMISE TO YOU,18,,0,max-image-preview:large,,,https://www.westernuhealth.com/pomona/about-us/,,,,,,87938,816,6.445,2,,38,14,0,29.17,40,14,0,10,9,0,,,,,59a8dc9f6f4faa48039a43f9e83384f6,0.553,,,,,1.1,0,https://www.westernuhealth.com/pomona/about-us/,2021-11-29 14:33:01
501,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/2018/10/WesternU-Health-Pomona-vert-300x78.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,6247,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.244,"Fri, 21 Dec 2018 21:58:14 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/2018/10/WesternU-Health-Pomona-vert-300x78.jpg,2021-11-29 14:33:02
503,https://www.westernuhealth.com/oliver-station/wp-content/uploads/sites/12/images/dr.lin_.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,29194,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.261,"Thu, 07 Mar 2019 00:42:04 GMT",,,,1.1,0,https://www.westernuhealth.com/oliver-station/wp-content/uploads/sites/12/images/dr.lin_.jpg,2021-11-29 14:33:02
506,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/2018/11/marker-wuh-pomona.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,900,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.545,"Thu, 29 Nov 2018 23:23:04 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/2018/11/marker-wuh-pomona.png,2021-11-29 14:33:02
507,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/041018-WesternU-We-Care-Dental-28-Jared-Hawthorne-DMD-2019.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,73401,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.284,"Sat, 15 Dec 2018 00:51:57 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/041018-WesternU-We-Care-Dental-28-Jared-Hawthorne-DMD-2019.jpg,2021-11-29 14:33:02
508,https://www.westernuhealth.com/los-angeles/wp-content/uploads/sites/14/Newcastle.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,100388,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.27,"Fri, 07 Dec 2018 00:28:47 GMT",,,,1.1,0,https://www.westernuhealth.com/los-angeles/wp-content/uploads/sites/14/Newcastle.jpg,2021-11-29 14:33:02
509,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/images/COMP-mag-Warren-and-White.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,71524,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.252,"Fri, 21 Dec 2018 21:58:47 GMT",,,,1.1,0,https://www.westernuhealth.com/pomona/wp-content/uploads/sites/5/images/COMP-mag-Warren-and-White.jpg,2021-11-29 14:33:02
