,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,Meta Keywords 2,Meta Keywords 2 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
1071,https://uhnj.org/purchweb/about/index.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Supply Chain Management | University Hospital, Newark, NJ",57,535,The University Hospital is an academic medical center. A regional resource for advanced care in a wide range of medical specialties. We are home to northern New Jersey’s Level I Trauma Center and to specialty programs such as the Center for Liver Diseases and the Comprehensive Stroke Center.,292,1866,Univesity Hospital Newark - New Jersey,38,"www.uhnj.org,uhnj.org,University Hospital Newark NJ,UHNJ,Teaching Hospital Newark NJ, Robotic Surgery, Level I Trauma Center, Center for Liver Diseases and Transplantation Surgery, Comprehensive Stroke Center at University Hospital, Advanced heart failure care",260,About,5,,0,,0,,0,,,,,,,,,,13209,133,13.685,3,,16,11,0,2.06,49,39,0,10,10,0,,,,,146c54387e1014e48479c164825a3e30,0.296,"Thu, 15 Oct 2020 14:20:42 GMT",,,,1.1,https://uhnj.org/purchweb/about/index.htm,2022-02-04 11:35:12
1072,https://uhnj.org/press_room/smoke-free/index_files/image006.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,205766,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.037,"Tue, 13 Oct 2020 14:44:27 GMT",,,,1.1,https://uhnj.org/press_room/smoke-free/index_files/image006.png,2022-02-04 11:35:12
1073,https://mychart.uhnj.org/MyChart-PRD/Help/Cookies,text/html; charset=utf-8,200,OK,Indexable,,MyChart - Help - Enabling Browser Cookies,41,384,,0,0,,0,,0,Help - Enabling Browser Cookies,31,,0,How to Enable Cookies in Your Web Browser,41,,0,,,,,,,,,,11918,370,17.805,3,,3,3,0,0.56,1,1,0,0,0,0,,,,,fc54474f4e55a974aa71e44c82353cfd,0.136,,,,,1.1,https://mychart.uhnj.org/MyChart-PRD/Help/Cookies,2022-02-04 11:35:13
1074,https://uhnj.org/directory/podiatry/forms/Online%20Training%20for%20Rotators%20FY18%20Instructions.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,525965,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.078,"Tue, 13 Oct 2020 14:38:34 GMT",,,,1.1,https://uhnj.org/directory/podiatry/forms/Online%20Training%20for%20Rotators%20FY18%20Instructions.pdf,2022-02-04 11:35:13
1075,http://www.uhnj.org/specialized_services/index.htm,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,231,0,0.0,3,,32,19,0,3.56,0,0,0,0,0,0,,,,,,0.053,,https://uhnj.org/specialized_services/index.htm,HTTP Redirect,,1.1,http://www.uhnj.org/specialized_services/index.htm,2022-02-04 11:35:13
1076,https://uhnj.org/uhnetweb/ERP/Heart-of-UH.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,258600,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.087,"Wed, 29 Jul 2020 16:29:06 GMT",,,,1.1,https://uhnj.org/uhnetweb/ERP/Heart-of-UH.pdf,2022-02-04 11:35:13
1077,https://uhnj.org/volunteer/RA-Program/Upcoming_Events_files/nyu.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,37353,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.079,"Tue, 13 Oct 2020 14:48:59 GMT",,,,1.1,https://uhnj.org/volunteer/RA-Program/Upcoming_Events_files/nyu.png,2022-02-04 11:35:13
1078,https://uhnj.org/ACC/images/wadih_arap.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,24866,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.131,"Tue, 07 Sep 2021 15:18:33 GMT",,,,1.1,https://uhnj.org/ACC/images/wadih_arap.jpg,2022-02-04 11:35:13
1079,https://uhnj.org/ACC/images/mohammed_jaloudi.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,17926,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.088,"Tue, 07 Sep 2021 15:18:33 GMT",,,,1.1,https://uhnj.org/ACC/images/mohammed_jaloudi.png,2022-02-04 11:35:13
1080,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Koslovsky&First_Name=Edward,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,281,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.051,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Koslovsky&First_Name=Edward,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Koslovsky&First_Name=Edward,2022-02-04 11:35:13
1081,https://uhnj.org/about/board/bod_minutes/3-26-20-UH-BOD-Public-Session-APPROVED.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,1236467,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.085,"Fri, 09 Apr 2021 06:37:20 GMT",,,,1.1,https://uhnj.org/about/board/bod_minutes/3-26-20-UH-BOD-Public-Session-APPROVED.pdf,2022-02-04 11:35:13
1082,https://uhnj.org/about/board/bod_minutes/11-15-16-UH-BOD-Public-Session-APPROVED.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,159350,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.084,"Fri, 09 Apr 2021 06:37:11 GMT",,,,1.1,https://uhnj.org/about/board/bod_minutes/11-15-16-UH-BOD-Public-Session-APPROVED.pdf,2022-02-04 11:35:14
1083,https://uhnj.org/uhnetweb/hotnews/16/may/5-Things-You-Need-to-Know-about-Zika.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,1364111,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.076,"Fri, 27 May 2016 16:33:03 GMT",,,,1.1,https://uhnj.org/uhnetweb/hotnews/16/may/5-Things-You-Need-to-Know-about-Zika.pdf,2022-02-04 11:35:14
1084,https://uhnj.org/specialized_services/stroke/staff.htm,text/html; charset=UTF-8,200,OK,Indexable,,"UH Stroke Center | University Hospital, Newark, NJ",50,450,,0,0,,0,,0,The Comprehensive Stroke Center at University Hospital,54,,0,,0,,0,,,,,,,,,,19513,174,11.874,3,,21,7,0,1.31,64,38,0,10,10,0,,,,,c0bc867cbc25c2a0e575f49d0239124a,0.084,"Tue, 26 Oct 2021 13:49:39 GMT",,,,1.1,https://uhnj.org/specialized_services/stroke/staff.htm,2022-02-04 11:35:14
1085,https://uhnj.org/specialized_services/livertransplant/images/koneru/bile-duct-cancer.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,31640,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.08,"Fri, 09 Apr 2021 06:48:50 GMT",,,,1.1,https://uhnj.org/specialized_services/livertransplant/images/koneru/bile-duct-cancer.jpg,2022-02-04 11:35:14
1086,https://uhnj.org/uhnetweb/graphics/powerpoint/CINJUH.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,205489,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.027,"Mon, 31 Oct 2016 18:22:52 GMT",,,,1.1,https://uhnj.org/uhnetweb/graphics/powerpoint/CINJUH.pptx,2022-02-04 11:35:14
1087,https://uhnj.org/specialized_services/ASC/what_is.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Aortic Surgery Center | University Hospital, Newark, NJ",55,484,,0,0,,0,,0,The Aortic Surgery Center,25,,0,What is an aneurysm?,20,,0,,,,,,,,,,22507,614,21.489,3,,20,6,0,1.13,62,37,0,11,11,0,,,,,e30a6a303b3d4e694fec8a1a08f531f8,0.08,"Tue, 26 Oct 2021 13:48:55 GMT",,,,1.1,https://uhnj.org/specialized_services/ASC/what_is.htm,2022-02-04 11:35:14
1088,https://uhnj.org/OPR/training/tip_sheets/Clnical_Request_Patient_Records_from_Outside_Org.pdf,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,341,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.079,,https://my.rbhs.rutgers.edu/cas/login?service=https%3A%2F%2Fwww.uhnj.org%2FOPR%2Ftraining%2Ftip_sheets%2FClnical_Request_Patient_Records_from_Outside_Org.pdf,HTTP Redirect,,1.1,https://uhnj.org/OPR/training/tip_sheets/Clnical_Request_Patient_Records_from_Outside_Org.pdf,2022-02-04 11:35:14
1089,https://mychart.uhnj.org/MyChart-PRD/recoverlogin.asp,text/html; charset=utf-8,200,OK,Indexable,,MyChart - login recovery page,29,265,,0,0,,0,,0,Recover Your MyChart Username,29,,0,New to MyChart?,15,,0,,,0;./nojs.asp,,,,,,,21829,119,3.738,3,,6,5,0,0.94,12,11,0,2,2,0,,,,,3a4f6386fb2ef458096b0ec418b49412,0.135,,https://mychart.uhnj.org/MyChart-PRD/recoverlogin.asp,Meta Refresh Redirect,,1.1,https://mychart.uhnj.org/MyChart-PRD/recoverlogin.asp,2022-02-04 11:35:14
1090,https://uhnj.org/cepr/host.htm,text/html; charset=UTF-8,200,OK,Indexable,,"University Hospital, Newark, NJ",31,278,,0,0,,0,,0,Center for Emergency Preparedness and Response,46,,0,Host a Course,13,,0,,,,,,,,,,19202,143,10.519,3,,23,7,0,1.31,63,38,0,12,11,0,,,,,f0243d04603b51559f616b1d0df58cec,0.026,"Tue, 04 Jan 2022 17:47:37 GMT",,,,1.1,https://uhnj.org/cepr/host.htm,2022-02-04 11:35:14
1091,https://mychart.uhnj.org/MyChart-PRD/passwordreset.asp,text/html; charset=utf-8,200,OK,Indexable,,MyChart - Password Reset page,29,285,,0,0,,0,,0,Password Reset,14,,0,New to MyChart?,15,,0,,,0;./nojs.asp,,,,,,,21183,85,3.04,3,,6,5,0,0.94,12,11,0,2,2,0,,,,,614d8c2a654aae3de5fb204e17930e9e,0.125,,https://mychart.uhnj.org/MyChart-PRD/passwordreset.asp,Meta Refresh Redirect,,1.1,https://mychart.uhnj.org/MyChart-PRD/passwordreset.asp,2022-02-04 11:35:14
1092,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Belenker&First_Name=Stuart,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,280,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.027,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Belenker&First_Name=Stuart,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Belenker&First_Name=Stuart,2022-02-04 11:35:14
1094,https://uhnj.org/transparency/health_pros.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Hospital Charges | Transparency In Billing Practices | University Hospital, Newark, NJ",86,753,,0,0,,0,,0,Transparency In Billing Practices,33,,0,,0,,0,,,,,,,,,,48935,1909,29.819,3,,8,2,0,0.38,58,35,0,10,10,0,,,,,9528047786e52d0a97ae33ecc6465a8e,0.027,"Tue, 26 Oct 2021 13:35:52 GMT",,,,1.1,https://uhnj.org/transparency/health_pros.htm,2022-02-04 11:35:15
1095,https://uhnj.org/OPR/images/Image_001.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,66791,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.032,"Fri, 09 Apr 2021 06:45:34 GMT",,,,1.1,https://uhnj.org/OPR/images/Image_001.png,2022-02-04 11:35:15
1096,https://uhnj.org/braintumor/html/aboutthebrainandtumors/ogm/figure1.htm,text/html; charset=iso-8859-1,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,252,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.121,,,,,1.1,https://uhnj.org/braintumor/html/aboutthebrainandtumors/ogm/figure1.htm,2022-02-04 11:35:15
1097,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Sugalski&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,436,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.026,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Sugalski&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Sugalski&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,2022-02-04 11:35:15
1098,https://uhnj.org/about/board/bod_minutes/5-1-19-UH-BOD-Public-Session-APPROVED.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,101160,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.096,"Fri, 09 Apr 2021 06:37:09 GMT",,,,1.1,https://uhnj.org/about/board/bod_minutes/5-1-19-UH-BOD-Public-Session-APPROVED.pdf,2022-02-04 11:35:15
1099,https://uhnj.org/about/board/financial_statements/Audit_Report_FY_2014.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,492914,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.098,"Fri, 09 Apr 2021 06:36:58 GMT",,,,1.1,https://uhnj.org/about/board/financial_statements/Audit_Report_FY_2014.pdf,2022-02-04 11:35:15
1100,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Barricella&First_Name=Robert,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,282,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.026,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Barricella&First_Name=Robert,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Barricella&First_Name=Robert,2022-02-04 11:35:16
1101,https://uhnj.org/braintumor/html/aboutthebrainandtumors/acous/figure1.htm,text/html; charset=iso-8859-1,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,254,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.086,,,,,1.1,https://uhnj.org/braintumor/html/aboutthebrainandtumors/acous/figure1.htm,2022-02-04 11:35:16
1102,https://uhnj.org/braintumor/html/aboutthebrainandtumors/acous/figure2.htm,text/html; charset=iso-8859-1,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,254,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.085,,,,,1.1,https://uhnj.org/braintumor/html/aboutthebrainandtumors/acous/figure2.htm,2022-02-04 11:35:16
1103,https://uhnj.org/about/board/bod-resolutions/Adopted_Resolution_1-7-20.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,1599850,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.086,"Fri, 09 Apr 2021 06:36:39 GMT",,,,1.1,https://uhnj.org/about/board/bod-resolutions/Adopted_Resolution_1-7-20.pdf,2022-02-04 11:35:16
1104,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Dever&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,433,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.029,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Dever&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Dever&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,2022-02-04 11:35:16
1105,https://uhnj.org/covid-19/images/trusted_resources_banner.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,59991,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.028,"Fri, 09 Apr 2021 06:39:42 GMT",,,,1.1,https://uhnj.org/covid-19/images/trusted_resources_banner.jpg,2022-02-04 11:35:16
1106,https://uhnj.org/patients/handbook.htm?pdf=Guide%20to%20Patient%20Services,text/html; charset=UTF-8,200,OK,Indexable,,"University Hospital, Newark, NJ",31,278,,0,0,,0,,0,University Hospital,19,,0,University Hospital Patient Handbook,36,,0,,,,,,,,,,22845,222,11.575,3,,17,1,0,0.19,110,47,0,14,12,0,,,,,d58ef815030efa675e8abf7fd54dfadf,0.084,"Tue, 01 Feb 2022 17:16:18 GMT",,,,1.1,https://uhnj.org/patients/handbook.htm?pdf=Guide%20to%20Patient%20Services,2022-02-04 11:35:16
1107,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Fitzhugh&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,436,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.028,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Fitzhugh&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Fitzhugh&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,2022-02-04 11:35:16
1108,https://uhnj.org/about/board/bod_minutes/2014-07-15_UH_BOD_Public_Session-APPROVED.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,92679,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.085,"Fri, 09 Apr 2021 06:37:20 GMT",,,,1.1,https://uhnj.org/about/board/bod_minutes/2014-07-15_UH_BOD_Public_Session-APPROVED.pdf,2022-02-04 11:35:16
1109,https://uhnj.org/departments/wound-care/conditions-treatment.htm,text/html; charset=iso-8859-1,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,245,0,0.0,3,,2,1,0,0.19,0,0,0,0,0,0,,,,,,0.082,,,,,1.1,https://uhnj.org/departments/wound-care/conditions-treatment.htm,2022-02-04 11:35:16
1110,https://uhnj.org/hrweb/careers/screenshot.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,23135,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.086,"Fri, 19 Mar 2021 15:32:13 GMT",,,,1.1,https://uhnj.org/hrweb/careers/screenshot.png,2022-02-04 11:35:16
1111,https://uhnj.org/uhnetweb/New_employ/docs/26-PERS_App.pdf?v=1212,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,2967938,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.086,"Fri, 03 Apr 2020 14:02:38 GMT",,,,1.1,https://uhnj.org/uhnetweb/New_employ/docs/26-PERS_App.pdf?v=1212,2022-02-04 11:35:16
1112,https://uhnj.org/about/board/financial_statements/Financial_Statements_03-31-2017.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,648709,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.078,"Fri, 09 Apr 2021 06:36:56 GMT",,,,1.1,https://uhnj.org/about/board/financial_statements/Financial_Statements_03-31-2017.pdf,2022-02-04 11:35:17
1113,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?checkpassword=&First_Name=ana&Last_Name=natale&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,437,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.05,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?checkpassword=&First_Name=ana&Last_Name=natale&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?checkpassword=&First_Name=ana&Last_Name=natale&Department=&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken,2022-02-04 11:35:17
1114,https://uhnj.org/ACC/clinics/Pain_Management.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Ambulatory Care Services | University Hospital, Newark, NJ",58,523,,0,0,,0,,0,Ambulatory Care Services,24,,0,Pain Management Clinic,22,,0,,,,,,,,,,20745,203,12.114,3,,12,2,0,0.38,78,43,0,10,10,0,,,,,8ac7987df1d1a5f9251f2694ff16b87d,0.078,"Tue, 26 Oct 2021 13:18:34 GMT",,,,1.1,https://uhnj.org/ACC/clinics/Pain_Management.htm,2022-02-04 11:35:17
1115,https://uhnj.org/OPR/training/tip_sheets/Creating_HP_and_Interval_Notes_Tipsheet_July_2014.pdf,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,342,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.026,,https://my.rbhs.rutgers.edu/cas/login?service=https%3A%2F%2Fwww.uhnj.org%2FOPR%2Ftraining%2Ftip_sheets%2FCreating_HP_and_Interval_Notes_Tipsheet_July_2014.pdf,HTTP Redirect,,1.1,https://uhnj.org/OPR/training/tip_sheets/Creating_HP_and_Interval_Notes_Tipsheet_July_2014.pdf,2022-02-04 11:35:17
1116,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Alland&First_Name=David,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,277,0,0.0,3,,2,1,0,0.19,0,0,0,0,0,0,,,,,,0.051,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Alland&First_Name=David,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?Last_Name=Alland&First_Name=David,2022-02-04 11:35:17
1117,https://uhnj.org/mdstfweb/images/new-images/social/instagram.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,4058,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.078,"Thu, 14 Mar 2019 18:24:34 GMT",,,,1.1,https://uhnj.org/mdstfweb/images/new-images/social/instagram.png,2022-02-04 11:35:17
1118,https://uhnj.org/about/board/bod-resolutions/Adopted_Resolution_6-26-18.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,138849,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.088,"Fri, 09 Apr 2021 06:36:55 GMT",,,,1.1,https://uhnj.org/about/board/bod-resolutions/Adopted_Resolution_6-26-18.pdf,2022-02-04 11:35:17
1119,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Levounis&Department=Psychiatry&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,446,0,0.0,3,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.054,,https://uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Levounis&Department=Psychiatry&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,HTTP Redirect,,1.1,http://www.uhnj.org/cgi-bin/cgiwrap/hpappweb/physician.cgi?First_Name=&Last_Name=Levounis&Department=Psychiatry&Board_Certification=&Medical_School=&Residency=&Fellowship=&Clinical_Interests=&Other_Languages_Spoken=&submit=Search,2022-02-04 11:35:17
1120,http://uhnj.org/directions/images/doc.gif,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,226,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.049,,https://uhnj.org/directions/images/doc.gif,HTTP Redirect,,1.1,http://uhnj.org/directions/images/doc.gif,2022-02-04 11:35:17
