,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,Search 1: bridge clinic,URL Encoded Address,Crawl Timestamp
972,https://www.ynhh.org/news-media/patient-stories/sanijas-story,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Sanija's Story,14,121,,0,0,,0,Sanija's Story,14,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,83783,819,8.6,3,,5,2,0,0.63,183,71,0,80,32,0,,,,,391c074cce1640bd448ec3583d1a6446,0.329,,,,,1.1,0,https://www.ynhh.org/news-media/patient-stories/sanijas-story,2021-11-29 14:59:01
973,https://www.ynhh.org/-/media/Images/Locations/ChildrensHospitalExterior300.ashx?mh=200&mw=200&hash=DCFC0E98F038C9A7E8A5D374FA020780,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.138,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Locations/ChildrensHospitalExterior300.ashx?mh=200&mw=200&hash=DCFC0E98F038C9A7E8A5D374FA020780,2021-11-29 14:59:01
974,https://www.ynhh.org/-/media/Images/Locations/westbrook_5pequotparkroad.ashx?mh=200&mw=200&hash=62C8F0EA100BD23C560EBDFE0297AD38,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.125,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Locations/westbrook_5pequotparkroad.ashx?mh=200&mw=200&hash=62C8F0EA100BD23C560EBDFE0297AD38,2021-11-29 14:59:01
975,https://www.ynhh.org/-/media/Images/Locations/northhaven266statestreet.ashx?mh=200&mw=200&hash=E12E961BA2D452809D1FF9F62D08235A,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.121,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Locations/northhaven266statestreet.ashx?mh=200&mw=200&hash=E12E961BA2D452809D1FF9F62D08235A,2021-11-29 14:59:01
976,https://www.ynhh.org/medical-professionals/gme/about-gme/office-overview,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,9,4,0,1.25,0,0,0,0,0,0,,,,,,0.137,,,,,1.1,0,https://www.ynhh.org/medical-professionals/gme/about-gme/office-overview,2021-11-29 14:59:01
977,https://www.ynhh.org/news/eric-winer-to-lead-yale-cancer-center-and-smilow-cancer-hospital,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.192,,,,,1.1,0,https://www.ynhh.org/news/eric-winer-to-lead-yale-cancer-center-and-smilow-cancer-hospital,2021-11-29 14:59:02
978,https://www.ynhh.org/locations/north-haven-266-state-street,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,North Haven Dialysis Center,27,251,Our outpatient dialysis locations are equipped with state-of-the-art high flux hemodialysis machines to treat people with chronic kidney failure.,145,873,,0,North Haven Dialysis Center - North Haven,41,North Haven Dialysis Center - North Haven,41,Overview,8,Directions,10,,,,https://www.ynhh.org/,,,,,,86205,612,6.767,3,,7,3,0,0.94,172,66,0,80,32,0,,,,,3b470c594633590072639b197fa950dd,0.543,,,,,1.1,0,https://www.ynhh.org/locations/north-haven-266-state-street,2021-11-29 14:59:01
979,https://www.ynhh.org/-/media/Images/Heros/new/YNHCHT1.ashx?mh=295&mw=1440&hash=44322FCB82528DAC3E1129F8B1A9AEE5,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.131,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/new/YNHCHT1.ashx?mh=295&mw=1440&hash=44322FCB82528DAC3E1129F8B1A9AEE5,2021-11-29 14:59:02
980,https://www.ynhh.org/sitecore/service/notfound.aspx?item=web%3A{893F471D-B752-4829-8FD8-ED8A84F20237}%40en,,0,Blocked by robots.txt,Non-Indexable,Blocked by robots.txt,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,,,,,,None,0,https://www.ynhh.org/sitecore/service/notfound.aspx?item=web%3A%7B893F471D-B752-4829-8FD8-ED8A84F20237%7D%40en,2021-11-29 14:59:02
981,https://www.ynhh.org/publications/medical-staff-bulletin/april-2019,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Medical Staff Bulletin | April 2019,35,292,Medical Staff Bulletin | April 2019,35,205,Medical Staff Bulletin,22,Medical Staff Bulletin,22,,0,April 2019,10,"Addressing the need for coordinated, integrated care in the ambulatory setting",78,,,,https://www.ynhh.org/,,,,,,115545,3608,22.129,3,,28,7,0,2.19,208,77,0,93,44,0,,,,,d3587c841f1db21a343e908f1ebe6ba4,0.567,,,,,1.1,0,https://www.ynhh.org/publications/medical-staff-bulletin/april-2019,2021-11-29 14:59:01
982,https://www.ynhh.org/locations/norwalk-747-belden-avenue-diagnostic-radiology,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.182,,,,,1.1,0,https://www.ynhh.org/locations/norwalk-747-belden-avenue-diagnostic-radiology,2021-11-29 14:59:02
983,https://www.ynhh.org/locations/new-haven-46-prince-street-ground-floor,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.129,,,,,1.1,0,https://www.ynhh.org/locations/new-haven-46-prince-street-ground-floor,2021-11-29 14:59:02
984,https://www.ynhh.org/services/quality-safety/patient/safety-tips,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,7,3,0,0.94,0,0,0,0,0,0,,,,,,0.151,,,,,1.1,0,https://www.ynhh.org/services/quality-safety/patient/safety-tips,2021-11-29 14:59:02
985,https://www.ynhh.org/childrens-hospital/patients-visitors/care-after-covid/expect-before-surgery,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,What To Expect Before Surgery - Bridgeport Hospital,51,466,These steps will help to ensure your safety during your stay. Learn more about what needs to be done leading up to your procedure.,130,817,"before surgery, preparing, your stay",36,What To Expect Before Surgery,29,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,84203,530,5.994,3,,7,2,0,0.63,161,62,0,66,29,0,,,,,fa1a78526a374aa5cb0f4da1d81cef79,0.459,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/patients-visitors/care-after-covid/expect-before-surgery,2021-11-29 14:59:03
986,https://www.ynhh.org/news/lm-healthcare-names-joshua-morris-chief-financial-officer,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.127,,,,,1.1,0,https://www.ynhh.org/news/lm-healthcare-names-joshua-morris-chief-financial-officer,2021-11-29 14:59:04
987,https://www.ynhh.org/locations/hamden-2560-dixwell-avenue-diagnostic-radiology,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,3,3,0,0.94,0,0,0,0,0,0,,,,,,0.132,,,,,1.1,0,https://www.ynhh.org/locations/hamden-2560-dixwell-avenue-diagnostic-radiology,2021-11-29 14:59:04
988,https://www.ynhh.org/locations/old-saybrook-633-middlesex-turnpike-diagnostic-radiology.aspx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.135,,,,,1.1,0,https://www.ynhh.org/locations/old-saybrook-633-middlesex-turnpike-diagnostic-radiology.aspx,2021-11-29 14:59:04
989,https://www.ynhh.org/find-a-doctor/search-results.aspx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.121,,,,,1.1,0,https://www.ynhh.org/find-a-doctor/search-results.aspx,2021-11-29 14:59:04
990,https://www.ynhh.org/smilow.aspx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.121,,,,,1.1,0,https://www.ynhh.org/smilow.aspx,2021-11-29 14:59:04
991,https://www.ynhh.org/news-media/patient-stories/robs-story,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Rob's Story,11,102,,0,0,,0,Rob's Story,11,,0,Website’s creation inspires living liver organ donation,55,Thank you for your feedback.,28,,,,https://www.ynhh.org/,,,,,,85253,1060,9.906,3,,5,2,0,0.63,183,71,0,80,32,0,,,,,e77fda74ce09f6f5dc433148eb8acfbe,0.457,,,,,1.1,0,https://www.ynhh.org/news-media/patient-stories/robs-story,2021-11-29 14:59:04
992,https://www.ynhh.org/locations/old-saybrook-633-middlesex-turnpike-diagnostic-radiology,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.138,,,,,1.1,0,https://www.ynhh.org/locations/old-saybrook-633-middlesex-turnpike-diagnostic-radiology,2021-11-29 14:59:05
993,https://www.ynhh.org/locations/greenwich-500-west-putnam-avenue-psc,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.126,,,,,1.1,0,https://www.ynhh.org/locations/greenwich-500-west-putnam-avenue-psc,2021-11-29 14:59:05
994,https://www.ynhh.org/childrens-hospital/services/rheumatology.aspx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.128,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services/rheumatology.aspx,2021-11-29 14:59:05
995,https://www.ynhh.org/locations/norwalk-747-belden-avenue-psc,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,3,3,0,0.94,0,0,0,0,0,0,,,,,,0.124,,,,,1.1,0,https://www.ynhh.org/locations/norwalk-747-belden-avenue-psc,2021-11-29 14:59:05
996,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/patient-stories/julian.ashx?mh=380&mw=380&hash=99D980F96BB32C2C614F17EA3873433D,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,32315,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.311,"Thu, 30 Jul 2015 09:03:27 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/patient-stories/julian.ashx?mh=380&mw=380&hash=99D980F96BB32C2C614F17EA3873433D,2021-11-29 14:59:05
997,https://www.ynhh.org/childrens-hospital/services/diabetes-and-endocrinology.aspx,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Diabetes & Endocrinology - Yale New Haven Children's Hospital,61,564,"Recently recognized in U.S.News & World Report's survey of children's hospitals, Yale New Haven Children's Hospital is nationally and internationally renowned for excellence in clinical services and pediatric endocrine research",227,1405,"clinical services, pediatric endocrine research, diabetes, endocrinology",72,Diabetes & Endocrinology,24,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,88375,682,7.036,3,,5,2,0,0.63,172,65,0,65,28,0,,,,,1b01e677f041a63ab3a37746247fb138,0.541,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services/diabetes-and-endocrinology.aspx,2021-11-29 14:59:05
998,https://www.ynhh.org/medical-professionals/EMS/about,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Health | About,29,276,Yale New Haven Hospital Center for EMS Emergency Medical Technician Certification Course is about 210 hours and is approved by the State of Connecticut Office of Emergency Medical Services. The Center for EMS Paramedic Program is a 20-month State of Connecticut approved educational program and is based on the 1999 National Standard Curriculum for Paramedic Training and the 2009 National Educational Standards document of the National Highway Traffic Safety Administration.,475,3068,"EMT training, paramedic training",32,About Us,8,,0,EMT,3,Paramedic Program,17,,,,https://www.ynhh.org/,,,,,,88450,1431,12.753,3,,8,2,0,0.63,179,69,0,80,32,0,,,,,e47308166bc4452c368ea9a545b7cca0,0.36,,,,,1.1,0,https://www.ynhh.org/medical-professionals/EMS/about,2021-11-29 14:59:05
999,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Patients-and-Visitors/mothersplace/basket_thinking300.ashx,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,38511,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.206,"Mon, 12 Oct 2020 15:31:40 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Patients-and-Visitors/mothersplace/basket_thinking300.ashx,2021-11-29 14:59:06
1000,https://www.ynhh.org/publications/medical-staff-bulletin/september-2018,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Medical Staff Bulletin | September 2018,39,349,Medical Staff Bulletin | September 2018 | Connecting global health efforts with local healthcare challenges,107,653,Medical Staff Bulletin,22,Medical Staff Bulletin,22,,0,September 2018,14,Connecting global health efforts with local healthcare challenges,65,,,,https://www.ynhh.org/,,,,,,123821,3518,19.237,3,,28,7,0,2.19,208,77,0,84,36,0,,,,,3c5039a31559f53a7c756fe7bdae0552,0.366,,,,,1.1,0,https://www.ynhh.org/publications/medical-staff-bulletin/september-2018,2021-11-29 14:59:06
1001,https://www.ynhh.org/smilow/patients-visitors/patient-rights-responsibilities/ethics-committee,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Ethics Committee,16,155,,0,0,,0,Ethics Committee,16,,0,For More Information,20,Thank you for your feedback.,28,,,,https://www.ynhh.org/,,,,,,79125,626,7.199,3,,8,2,0,0.63,163,63,0,65,28,0,,,,,2ead0e057434d4776d0e6e0973ee00ee,0.524,,,,,1.1,0,https://www.ynhh.org/smilow/patients-visitors/patient-rights-responsibilities/ethics-committee,2021-11-29 14:59:07
1002,https://www.ynhh.org/news-media/patient-stories/smiles-across-miles-story,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.122,,,,,1.1,0,https://www.ynhh.org/news-media/patient-stories/smiles-across-miles-story,2021-11-29 14:59:07
1003,https://www.ynhh.org/childrens-hospital/services/cancer-and-hematology/clinical-programs,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,3,2,0,0.63,0,0,0,0,0,0,,,,,,0.121,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services/cancer-and-hematology/clinical-programs,2021-11-29 14:59:07
1004,https://www.ynhh.org/locations/new-haven-1-park-street-radiology,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.112,,,,,1.1,0,https://www.ynhh.org/locations/new-haven-1-park-street-radiology,2021-11-29 14:59:07
1005,https://www.ynhh.org/childrens-hospital/services.aspx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,1.123,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services.aspx,2021-11-29 14:59:06
1006,https://www.ynhh.org/childrens-hospital/find-a-location/locations-and-facilities,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.124,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/find-a-location/locations-and-facilities,2021-11-29 14:59:08
1007,https://www.ynhh.org/medical-professionals/EMS/field-operations,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Health | Field Operation Resources,49,460,The Center for EMS provides medical oversight to paramedics and EMTs operating in 22 EMS agencies throughout the greater New Haven area.,136,897,"EMS, agenc,y oversight",22,Field Operations,16,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,82907,673,7.646,3,,11,3,0,0.94,179,69,0,80,32,0,,,,,c4546381f3df31fc12764e81871883d6,0.554,,,,,1.1,0,https://www.ynhh.org/medical-professionals/EMS/field-operations,2021-11-29 14:59:07
1008,https://www.ynhh.org/services/hematology/Adult-Sickle-Cell-Inpatient,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,1,0,0.31,0,0,0,0,0,0,,,,,,0.14,,,,,1.1,0,https://www.ynhh.org/services/hematology/Adult-Sickle-Cell-Inpatient,2021-11-29 14:59:08
1009,https://www.ynhh.org/services/maternity-services/childbirth-resources/childbirth-parenting-classes,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,1,0,0.31,0,0,0,0,0,0,,,,,,0.117,,,,,1.1,0,https://www.ynhh.org/services/maternity-services/childbirth-resources/childbirth-parenting-classes,2021-11-29 14:59:08
1010,https://www.ynhh.org/publications/auxiliary-news/spring-2016,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,1,0,0.31,0,0,0,0,0,0,,,,,,0.146,,,,,1.1,0,https://www.ynhh.org/publications/auxiliary-news/spring-2016,2021-11-29 14:59:08
1011,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/patient-stories/Lia.ashx?mh=380&mw=380&hash=46141F64608C961B41F8B20D16AFD881,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.132,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH/patient-stories/Lia.ashx?mh=380&mw=380&hash=46141F64608C961B41F8B20D16AFD881,2021-11-29 14:59:08
1012,https://www.ynhh.org/publications/auxiliary-news/spring-2017,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,2,1,0,0.31,0,0,0,0,0,0,,,,,,0.113,,,,,1.1,0,https://www.ynhh.org/publications/auxiliary-news/spring-2017,2021-11-29 14:59:08
1013,https://www.ynhh.org/smilow/services/support-services/other-support-services,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,6,3,0,0.94,0,0,0,0,0,0,,,,,,0.129,,,,,1.1,0,https://www.ynhh.org/smilow/services/support-services/other-support-services,2021-11-29 14:59:08
1014,https://www.ynhh.org/smilow/services/support-services/cancer-support-groups,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,11,7,0,2.19,0,0,0,0,0,0,,,,,,0.131,,,,,1.1,0,https://www.ynhh.org/smilow/services/support-services/cancer-support-groups,2021-11-29 14:59:08
1015,https://www.ynhh.org/-/media/Images/US-News-Badges/21-22/YNHCH/YNHCH_Badge_21-22_Diabetes_Endo.ashx?mh=800&mw=1440&hash=82A422359627F5225C8CD3B2172217AA,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.134,,,,,1.1,0,https://www.ynhh.org/-/media/Images/US-News-Badges/21-22/YNHCH/YNHCH_Badge_21-22_Diabetes_Endo.ashx?mh=800&mw=1440&hash=82A422359627F5225C8CD3B2172217AA,2021-11-29 14:59:08
1016,https://www.ynhh.org/-/media/Images/Heros/2532_BTS_Hero_pagev2.ashx?mh=295&mw=1440&hash=27216464B89C2F48D65620B9FECF856F,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.131,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/2532_BTS_Hero_pagev2.ashx?mh=295&mw=1440&hash=27216464B89C2F48D65620B9FECF856F,2021-11-29 14:59:08
1017,https://www.ynhh.org/services/diabetes-endocrinology/endocrine-surgery,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,3,1,0,0.31,0,0,0,0,0,0,,,,,,0.123,,,,,1.1,0,https://www.ynhh.org/services/diabetes-endocrinology/endocrine-surgery,2021-11-29 14:59:09
1018,https://www.ynhh.org/smilow/services/quality-safety/outcomes,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Health | Outcomes,32,315,,0,0,,0,Outcomes,8,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,80042,739,8.238,3,,9,2,0,0.63,158,61,0,65,28,0,,,,,db5f083faf557e7ba9a4a2e6717a8d02,0.44,,,,,1.1,0,https://www.ynhh.org/smilow/services/quality-safety/outcomes,2021-11-29 14:59:08
1019,https://www.ynhh.org/locations/new-rochelle-145-huguenot-street,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.172,,,,,1.1,0,https://www.ynhh.org/locations/new-rochelle-145-huguenot-street,2021-11-29 14:59:09
1020,https://www.ynhh.org/childrens-hospital/services/surgery.aspx,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Surgery - Yale New Haven Children's Hospital,44,405,"The pediatric surgery team at Yale New Haven Children's Hospital provides high-quality, compassionate and family-centered care for infants, children and adolescents.",165,1032,"repair of hernias, inguinal, umbilical, epigastric, repair of hydroceles, repair of undescended testes, circumcision, cysts, dermoids, pilomatrixomas, lipomas, excisional biopsy of skin lesions, moles, nevi, lesions, vascular access devices, laparoscopic gall bladder removal, repair of congenital malformations, esophageal atresia, intestinal atresia, abdominal wall defects, gastroschisis, omphalocele, congenital lung masses, congenital diaphragmatic hernia, malrotation of the intestine, necrotizing enterocolitis, pediatric trauma, Surgical removal, gastrostomy tube, intussusception, appendicitis, head and neck surgery, Abdominal and chest cavity operations, pelvic disorders, ovarian cysts and tumors, conjoined twins, fetal diagnosis",742,Surgery,7,,0,Locations,9,Thank you for your feedback.,28,,,,https://www.ynhh.org/,,,,,,93791,756,7.23,3,,5,2,0,0.63,184,75,0,66,29,0,,,,,ae127e6b105800a9169bd0616c6b9c0f,0.409,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services/surgery.aspx,2021-11-29 14:59:08
1021,https://www.ynhh.org/videos/hvc-tips-for-women,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.115,,,,,1.1,0,https://www.ynhh.org/videos/hvc-tips-for-women,2021-11-29 14:59:09
1022,https://www.ynhh.org/medical-professionals/gme/about-gme/lifestyle-survey-highlights,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,9,4,0,1.25,0,0,0,0,0,0,,,,,,0.13,,,,,1.1,0,https://www.ynhh.org/medical-professionals/gme/about-gme/lifestyle-survey-highlights,2021-11-29 14:59:09
1023,https://www.ynhh.org/videos/center-for-living-donors-finding-donor-238,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.498,,,,,1.1,0,https://www.ynhh.org/videos/center-for-living-donors-finding-donor-238,2021-11-29 14:59:09
1024,https://www.ynhh.org/medical-professionals/gme/resources/handbook,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,7,3,0,0.94,0,0,0,0,0,0,,,,,,0.12,,,,,1.1,0,https://www.ynhh.org/medical-professionals/gme/resources/handbook,2021-11-29 14:59:09
1025,https://www.ynhh.org/news-media/patient-stories/lias-story,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,3,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.12,,,,,1.1,0,https://www.ynhh.org/news-media/patient-stories/lias-story,2021-11-29 14:59:09
