,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
335,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Praveen-Mummaneni-Neurosurgery_0.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,76366,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.456,"Wed, 03 Nov 2021 15:38:16 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Praveen-Mummaneni-Neurosurgery_0.jpg,2022-02-04 10:28:53
336,https://health.universityofcalifornia.edu/reports/cdi2-2019-2020-annual-report,text/html; charset=UTF-8,200,OK,Indexable,,CDI2 2019-2020 Annual Report | University of California Health,62,557,,0,0,,0,CDI2 2019-2020 Annual Report,28,,0,,0,,,,https://health.universityofcalifornia.edu/reports/cdi2-2019-2020-annual-report,,,,,,35285,118,5.309,2,,5,3,0,1.96,70,43,0,14,13,0,,,,,f3328a5bbbb481ac0a2f946d386f115b,0.292,,,,,1.1,https://health.universityofcalifornia.edu/reports/cdi2-2019-2020-annual-report,2022-02-04 10:28:55
337,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-05/200922-MilkBank7-UCSanDiego-ErikJepsenDSC_8278%20%281%29.jpg?h=10d202d3&itok=CeY3tk85,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,47619,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.269,"Wed, 03 Nov 2021 19:27:22 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-05/200922-MilkBank7-UCSanDiego-ErikJepsenDSC_8278%20%281%29.jpg?h=10d202d3&itok=CeY3tk85,2022-02-04 10:28:56
338,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-chart_hospital_inpatient%20days.png?itok=N6ha-zgD,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,24962,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.266,"Wed, 03 Nov 2021 22:55:39 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-chart_hospital_inpatient%20days.png?itok=N6ha-zgD,2022-02-04 10:28:56
339,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-05/1280_0U1etXB02vXE.jpg?h=10d202d3&itok=86BslgYN,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,54133,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.309,"Wed, 03 Nov 2021 19:53:05 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-05/1280_0U1etXB02vXE.jpg?h=10d202d3&itok=86BslgYN,2022-02-04 10:28:56
340,https://health.universityofcalifornia.edu/about-us/community-benefit-across-california,text/html; charset=UTF-8,200,OK,Indexable,,Community Benefit Across California | University of California Health,69,600,University of California Health academic health centers ￼provided $1.4 billion in net community benefits in 2018-2019.,118,735,,0,Community Benefit Across California,35,Interior Menu,13,World-Class Care Regardless of Ability to Pay,45,,,,https://health.universityofcalifornia.edu/about-us/community-benefit-across-california,,,,,,49271,848,16.19,2,,33,16,0,10.46,108,52,0,14,13,0,,,,,7f463e5574ebcb6b27c4b7dad626f71d,0.257,,,,,1.1,https://health.universityofcalifornia.edu/about-us/community-benefit-across-california,2022-02-04 10:28:56
343,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-07/uc_fb_give_blood-2-1.jpg?itok=GfYDP962,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,3786,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.531,"Sat, 06 Nov 2021 07:17:59 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/2021-07/uc_fb_give_blood-2-1.jpg?itok=GfYDP962,2022-02-04 10:28:57
344,https://health.universityofcalifornia.edu/sites/default/files/inline-images/21st%20Century%20byington_1.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,17778,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.142,"Wed, 03 Nov 2021 15:38:13 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/21st%20Century%20byington_1.jpg,2022-02-04 10:28:58
345,https://health.universityofcalifornia.edu/dashboards/uch-summary-slide-state-map,text/html; charset=UTF-8,200,OK,Indexable,,UCH-Summary Slide (state map) | University of California Health,63,568,,0,0,,0,UCH-Summary Slide (state map),29,,0,,0,,,,https://health.universityofcalifornia.edu/dashboards/uch-summary-slide-state-map,,,,,,33747,82,4.922,2,,5,3,0,1.96,70,43,0,10,9,0,,,,,382bb4a12c9095c8f0b30d8eaa9b9b94,0.25,,,,,1.1,https://health.universityofcalifornia.edu/dashboards/uch-summary-slide-state-map,2022-02-04 10:28:58
346,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-04/StudentsInLab1.jpg?h=10d202d3&itok=C3kqgC2h,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,47202,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.308,"Thu, 04 Nov 2021 04:29:06 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-04/StudentsInLab1.jpg?h=10d202d3&itok=C3kqgC2h,2022-02-04 10:28:59
347,https://health.universityofcalifornia.edu/reports/cdi2-annual-report-2020-2021,text/html; charset=UTF-8,200,OK,Indexable,,CDI2 Annual Report 2020-2021 | University of California Health,62,557,,0,0,,0,CDI2 Annual Report 2020-2021,28,,0,,0,,,,https://health.universityofcalifornia.edu/reports/cdi2-annual-report-2020-2021,,,,,,35468,134,5.606,2,,5,3,0,1.96,70,43,0,14,13,0,,,,,c85ac6413acba41d8e21ddc256dc8801,0.229,,,,,1.1,https://health.universityofcalifornia.edu/reports/cdi2-annual-report-2020-2021,2022-02-04 10:28:59
348,https://health.universityofcalifornia.edu/about-us/awards-and-achievements,text/html; charset=UTF-8,200,OK,Indexable,,Awards and Achievements | University of California Health,57,511,Quality and safety are the foundation for UCH’s work to improve the health of communities across the state. UCH is committed to meeting robust quality and safety benchmarks — while always pursuing continual improvement.,219,1389,,0,Awards and Achievements,23,Interior Menu,13,Vizient Recognition  ,21,,,,https://health.universityofcalifornia.edu/about-us/awards-and-achievements,,,,,,50979,719,13.542,2,,32,16,0,10.46,118,51,0,13,12,0,,,,,ffb5ec6d0903c8db66ed8bc882a29da7,0.281,,,,,1.1,https://health.universityofcalifornia.edu/about-us/awards-and-achievements,2022-02-04 10:29:00
349,https://health.universityofcalifornia.edu/sites/default/files/inline-images/uch-map_1.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,53892,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.377,"Wed, 03 Nov 2021 15:38:28 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/uch-map_1.jpg,2022-02-04 10:29:00
350,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-04/1280_0jHjZjVy8hxc.jpg?h=10d202d3&itok=xF-YuH_W,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,58725,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.485,"Thu, 04 Nov 2021 04:31:12 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-04/1280_0jHjZjVy8hxc.jpg?h=10d202d3&itok=xF-YuH_W,2022-02-04 10:29:00
351,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-06/UCH-map_health%20prof%20slide.png?h=21cd0a81&itok=wslg7Sdc,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,106570,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.195,"Thu, 04 Nov 2021 04:28:46 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-06/UCH-map_health%20prof%20slide.png?h=21cd0a81&itok=wslg7Sdc,2022-02-04 10:29:01
352,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-04/UCSF-School-of-Dentistry_0.jpg?h=6eb229a4&itok=GKL3s9PS,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,49324,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.297,"Thu, 04 Nov 2021 04:57:03 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-04/UCSF-School-of-Dentistry_0.jpg?h=6eb229a4&itok=GKL3s9PS,2022-02-04 10:29:01
353,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-04/1280_2kJ9JaNonnP0.jpg?h=10d202d3&itok=YMFv6voW,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,59354,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.197,"Wed, 03 Nov 2021 18:49:41 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/870x580_3_2_/public/2021-04/1280_2kJ9JaNonnP0.jpg?h=10d202d3&itok=YMFv6voW,2022-02-04 10:29:01
355,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-04/UCLA-Health.jpg?h=10d202d3&itok=IMV5A_yz,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,71248,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.584,"Wed, 03 Nov 2021 16:05:32 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-04/UCLA-Health.jpg?h=10d202d3&itok=IMV5A_yz,2022-02-04 10:29:02
356,https://health.universityofcalifornia.edu/about-us/collaborating-improve-care,text/html; charset=UTF-8,200,OK,Indexable,,Collaborating to Improve Care | University of California Health,63,540,"World leading physicians, researchers and clinicians come together across the University of California Health system. Every day they actively share research, clinical trials and best practices.",193,1186,,0,Collaborating to Improve Care,29,Interior Menu,13,Connections Across California,29,,,,https://health.universityofcalifornia.edu/about-us/collaborating-improve-care,,,,,,62494,850,12.851,2,,37,17,0,11.11,106,51,0,23,21,0,,,,,378a42f84e0cb670d7dc59e588dc6024,0.195,,,,,1.1,https://health.universityofcalifornia.edu/about-us/collaborating-improve-care,2022-02-04 10:29:02
358,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-10/david-julius-in-office.jpg?h=10d202d3&itok=boiJplnX,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,31226,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.508,"Wed, 03 Nov 2021 16:28:43 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-10/david-julius-in-office.jpg?h=10d202d3&itok=boiJplnX,2022-02-04 10:29:03
360,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-04/StudentsInLab1.jpg?h=10d202d3&itok=8zL1sG86,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,28191,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.156,"Wed, 03 Nov 2021 18:49:41 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-04/StudentsInLab1.jpg?h=10d202d3&itok=8zL1sG86,2022-02-04 10:29:06
361,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/1280_1ntUtF8sJKSU.jpg?h=10d202d3&itok=GOHTvBAu,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,25189,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,1.414,"Wed, 03 Nov 2021 16:05:32 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/1280_1ntUtF8sJKSU.jpg?h=10d202d3&itok=GOHTvBAu,2022-02-04 10:29:05
362,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-05/UC-Davis-Childrens-Hospital.jpg?h=6eb229a4&itok=fUGr_RB6,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,51975,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,1.34,"Thu, 04 Nov 2021 10:37:42 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-05/UC-Davis-Childrens-Hospital.jpg?h=6eb229a4&itok=fUGr_RB6,2022-02-04 10:29:05
363,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/UC-Davis-Health-Pediatrics-1_0.jpg?h=10d202d3&itok=BlK8D2qR,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,60324,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.265,"Wed, 03 Nov 2021 16:05:32 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/UC-Davis-Health-Pediatrics-1_0.jpg?h=10d202d3&itok=BlK8D2qR,2022-02-04 10:29:06
364,https://health.universityofcalifornia.edu/sites/default/files/inline-images/UCH-cardiac%20surgery%20chart.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,225321,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.4,"Wed, 03 Nov 2021 15:38:08 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/UCH-cardiac%20surgery%20chart.png,2022-02-04 10:29:06
365,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-05/UC-Davis-Health---Medical-Center-2.jpg?h=6eb229a4&itok=UU-OxvN4,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,45317,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.237,"Thu, 04 Nov 2021 12:09:54 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-05/UC-Davis-Health---Medical-Center-2.jpg?h=6eb229a4&itok=UU-OxvN4,2022-02-04 10:29:06
366,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/news_images/Pills.jpg?itok=mDY1J2_V,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,4895,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.714,"Fri, 04 Feb 2022 15:29:07 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/news_images/Pills.jpg?itok=mDY1J2_V,2022-02-04 10:29:06
368,https://health.universityofcalifornia.edu/news/system?page=3,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,News Around the System | University of California Health,56,500,,0,0,,0,Latest News from University of California Health,48,,0,,0,,,,https://health.universityofcalifornia.edu/news/system,,,,,,43087,421,9.37,2,,10,7,0,4.58,85,54,0,15,14,0,,,,,85dd466a5222ec501877c0098cc01b62,0.799,,,,,1.1,https://health.universityofcalifornia.edu/news/system?page=3,2022-02-04 10:29:07
369,https://health.universityofcalifornia.edu/sites/default/files/inline-images/smallpox-cowpox_0.gif,image/gif,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,1327314,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.244,"Wed, 03 Nov 2021 15:38:25 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/smallpox-cowpox_0.gif,2022-02-04 10:29:08
370,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-chart-hospital%20admissions.png?itok=Bf0xT7Ma,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,23259,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.19,"Wed, 03 Nov 2021 22:55:40 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/max_400/public/2021-05/UCH-chart-hospital%20admissions.png?itok=Bf0xT7Ma,2022-02-04 10:29:08
371,https://health.universityofcalifornia.edu/news/system?page=4,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,News Around the System | University of California Health,56,500,,0,0,,0,Latest News from University of California Health,48,,0,,0,,,,https://health.universityofcalifornia.edu/news/system,,,,,,41126,451,9.865,2,,10,7,0,4.58,86,55,0,14,13,0,,,,,1acc4ee0fef954a53bbd907502dd94e8,1.135,,,,,1.1,https://health.universityofcalifornia.edu/news/system?page=4,2022-02-04 10:29:07
372,https://health.universityofcalifornia.edu/news/system?page=5,text/html; charset=UTF-8,200,OK,Non-Indexable,Canonicalised,News Around the System | University of California Health,56,500,,0,0,,0,Latest News from University of California Health,48,,0,,0,,,,https://health.universityofcalifornia.edu/news/system,,,,,,38759,395,9.802,2,,11,7,0,4.58,82,53,0,15,14,0,,,,,82437d9ae85fca0f133893d3f38252a1,1.194,,,,,1.1,https://health.universityofcalifornia.edu/news/system?page=5,2022-02-04 10:29:07
373,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Dean-Ron-Brookmeyer-UCLA-Fielding-School.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,653155,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.1,"Wed, 03 Nov 2021 15:38:16 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Dean-Ron-Brookmeyer-UCLA-Fielding-School.png,2022-02-04 10:29:08
374,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/public-health-hero.jpg?h=10d202d3&itok=KLWgKkiS,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,38484,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.336,"Wed, 03 Nov 2021 16:05:49 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-05/public-health-hero.jpg?h=10d202d3&itok=KLWgKkiS,2022-02-04 10:29:08
375,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-04/1280_1QIfvUMB12mu.jpg?h=8abcec71&itok=CcMgBbKW,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,39232,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.248,"Wed, 03 Nov 2021 15:56:29 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-04/1280_1QIfvUMB12mu.jpg?h=8abcec71&itok=CcMgBbKW,2022-02-04 10:29:09
376,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-05/moores-cancer-center.jpg?h=6eb229a4&itok=xmIprzJ9,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,47166,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.349,"Fri, 05 Nov 2021 23:18:29 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-05/moores-cancer-center.jpg?h=6eb229a4&itok=xmIprzJ9,2022-02-04 10:29:08
377,https://health.universityofcalifornia.edu/sites/default/files/inline-images/UCLA%20Health%20Ranking%20SM%20Banners%20108%20x%20240%20msg1.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,3800679,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.461,"Wed, 03 Nov 2021 15:38:09 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/UCLA%20Health%20Ranking%20SM%20Banners%20108%20x%20240%20msg1.jpg,2022-02-04 10:29:09
379,https://health.universityofcalifornia.edu/sites/default/files/inline-images/NonDiscrimination_UCD_UCOP-32_ppt.jpeg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,244932,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.417,"Wed, 03 Nov 2021 15:38:10 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/NonDiscrimination_UCD_UCOP-32_ppt.jpeg,2022-02-04 10:29:10
380,https://health.universityofcalifornia.edu/news/navigating-year-heartbreak-and-hope-qa-dr-carrie-l-byington-executive-vice-president-uc-health,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,2,0,1.31,0,0,0,0,0,0,,,,,,0.321,,https://health.universityofcalifornia.edu/news/navigating-year-heartbreak-and-hope-qa-dr-carrie-l-byington-executive-vice-president-uch,HTTP Redirect,,1.1,https://health.universityofcalifornia.edu/news/navigating-year-heartbreak-and-hope-qa-dr-carrie-l-byington-executive-vice-president-uc-health,2022-02-04 10:29:10
381,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-05/UCLA-School-of-Medicine-2.jpg?h=6eb229a4&itok=O6YdCaLo,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,71366,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.38,"Thu, 04 Nov 2021 01:22:20 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-05/UCLA-School-of-Medicine-2.jpg?h=6eb229a4&itok=O6YdCaLo,2022-02-04 10:29:11
382,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Timeline%201_1.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,31248,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.276,"Wed, 03 Nov 2021 15:38:13 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Timeline%201_1.png,2022-02-04 10:29:11
383,https://health.universityofcalifornia.edu/sites/default/files/styles/200x200_1_1_/public/2021-06/Dr%20Carrie%20Byington%20EVP%20UC%20Health%20square.jpg?h=8ae8ef55&itok=xFsBtCDY,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,6066,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.431,"Wed, 03 Nov 2021 16:50:59 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/200x200_1_1_/public/2021-06/Dr%20Carrie%20Byington%20EVP%20UC%20Health%20square.jpg?h=8ae8ef55&itok=xFsBtCDY,2022-02-04 10:29:11
384,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-04/1280_9KXNxjPR18.jpg?h=10d202d3&itok=O1qMUPmw,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,40265,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.101,"Thu, 04 Nov 2021 04:30:40 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-04/1280_9KXNxjPR18.jpg?h=10d202d3&itok=O1qMUPmw,2022-02-04 10:29:12
385,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Chief-Transformation-Officer-Dougie-Graham.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,13046839,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.076,"Wed, 03 Nov 2021 15:38:18 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Chief-Transformation-Officer-Dougie-Graham.jpg,2022-02-04 10:29:12
386,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-04/UCSF-School-Nursing-2.jpg?h=6eb229a4&itok=_FsN1n4r,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,61134,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.113,"Wed, 03 Nov 2021 18:49:41 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-04/UCSF-School-Nursing-2.jpg?h=6eb229a4&itok=_FsN1n4r,2022-02-04 10:29:12
389,https://health.universityofcalifornia.edu/sites/default/files/inline-images/new-mRNA_0.gif,image/gif,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,1098510,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.176,"Wed, 03 Nov 2021 15:38:21 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/new-mRNA_0.gif,2022-02-04 10:29:14
390,https://health.universityofcalifornia.edu/sites/default/files/inline-images/inhale_0.gif,image/gif,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,1294566,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.11,"Wed, 03 Nov 2021 15:38:26 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/inhale_0.gif,2022-02-04 10:29:15
391,https://health.universityofcalifornia.edu/news/health-location,text/html; charset=UTF-8,200,OK,Indexable,,University of California Health Latest News | University of California Health,77,652,,0,0,,0,News From Around the System,27,,0,,0,,,,https://health.universityofcalifornia.edu/news/health-location,,,,,,56649,457,7.403,2,,14,14,0,9.15,78,50,0,20,19,0,,,,,e9c4d156bfad3ff0ac68554101f832c2,0.488,,,,,1.1,https://health.universityofcalifornia.edu/news/health-location,2022-02-04 10:29:15
